id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Food and drink,Seat comfort,Checkin service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
84571,Female,Loyal Customer,54,Business Travel,Business,2486,3,4,5,3,5,0,0.0,Satisfied
123117,Female,Loyal Customer,39,Business Travel,Business,468,1,3,5,5,3,2,18.0,Satisfied
123883,Male,Disloyal Customer,42,Business Travel,Eco,144,3,4,4,1,4,0,0.0,Neutral or Dissatisfied
46898,Male,Loyal Customer,56,Business Travel,Business,3194,2,3,3,2,2,0,8.0,Neutral or Dissatisfied
10051,Female,Loyal Customer,51,Business Travel,Eco,326,3,5,3,4,3,55,44.0,Neutral or Dissatisfied
106549,Female,Loyal Customer,30,Business Travel,Business,719,1,4,4,2,4,15,11.0,Satisfied
72112,Female,Loyal Customer,76,Business Travel,Business,2014,1,5,3,4,2,0,0.0,Neutral or Dissatisfied
110405,Male,Loyal Customer,59,Business Travel,Business,2078,1,1,2,2,1,17,8.0,Neutral or Dissatisfied
122416,Female,Loyal Customer,46,Business Travel,Business,1916,2,2,4,4,5,0,0.0,Satisfied
70549,Female,Loyal Customer,30,Business Travel,Business,1541,4,3,3,3,3,55,50.0,Satisfied
89152,Female,Disloyal Customer,29,Business Travel,Eco,908,4,3,3,5,3,3,0.0,Satisfied
30883,Male,Loyal Customer,38,Personal Travel,Eco,1546,2,1,1,4,1,0,0.0,Neutral or Dissatisfied
116825,Male,Loyal Customer,45,Business Travel,Business,647,5,4,4,4,5,0,0.0,Satisfied
28597,Female,Loyal Customer,44,Business Travel,Business,2614,5,3,4,4,4,0,0.0,Satisfied
30150,Male,Loyal Customer,14,Personal Travel,Eco,82,3,4,4,1,4,7,0.0,Neutral or Dissatisfied
128969,Male,Loyal Customer,50,Personal Travel,Eco,414,2,5,1,5,5,0,0.0,Neutral or Dissatisfied
80975,Male,Loyal Customer,40,Business Travel,Business,3472,1,5,5,3,5,0,0.0,Satisfied
16042,Female,Loyal Customer,64,Personal Travel,Eco Plus,780,3,4,4,3,5,0,0.0,Neutral or Dissatisfied
4511,Male,Loyal Customer,36,Personal Travel,Eco,551,2,4,4,3,4,0,8.0,Neutral or Dissatisfied
100661,Female,Loyal Customer,54,Business Travel,Business,889,4,3,5,3,5,3,1.0,Satisfied
27526,Female,Loyal Customer,10,Personal Travel,Eco,956,2,4,1,3,4,0,0.0,Neutral or Dissatisfied
33593,Male,Loyal Customer,44,Business Travel,Eco,413,4,4,4,1,4,7,8.0,Satisfied
75022,Female,Loyal Customer,45,Business Travel,Eco,236,3,2,4,4,1,0,19.0,Neutral or Dissatisfied
38757,Female,Disloyal Customer,27,Business Travel,Eco,354,1,4,3,1,4,0,0.0,Neutral or Dissatisfied
57783,Female,Loyal Customer,35,Personal Travel,Eco,2704,2,2,1,1,1,2,0.0,Neutral or Dissatisfied
129372,Male,Loyal Customer,53,Business Travel,Business,2454,2,2,5,5,4,1,0.0,Satisfied
126787,Female,Loyal Customer,60,Business Travel,Business,2296,3,5,5,4,3,6,0.0,Satisfied
104125,Male,Loyal Customer,44,Business Travel,Business,3322,4,2,4,5,5,7,0.0,Satisfied
101248,Male,Loyal Customer,67,Business Travel,Eco Plus,1587,3,2,2,4,2,0,0.0,Neutral or Dissatisfied
29235,Female,Loyal Customer,16,Business Travel,Eco,834,5,5,4,3,5,0,0.0,Satisfied
37898,Male,Loyal Customer,43,Business Travel,Business,2096,2,4,5,3,3,5,0.0,Satisfied
18466,Female,Loyal Customer,38,Business Travel,Business,3437,5,3,2,5,4,0,0.0,Satisfied
72821,Female,Loyal Customer,43,Business Travel,Business,1013,1,5,4,5,3,10,0.0,Satisfied
128899,Female,Loyal Customer,66,Personal Travel,Eco,2454,4,2,2,1,3,2,0.0,Neutral or Dissatisfied
58403,Male,Loyal Customer,24,Business Travel,Business,3996,2,4,4,4,4,0,0.0,Satisfied
6366,Male,Loyal Customer,53,Business Travel,Business,315,3,5,2,3,3,7,15.0,Neutral or Dissatisfied
1285,Male,Loyal Customer,25,Personal Travel,Eco,134,1,1,2,1,1,0,2.0,Neutral or Dissatisfied
116257,Female,Loyal Customer,43,Personal Travel,Eco,390,2,2,5,5,5,0,0.0,Neutral or Dissatisfied
84137,Male,Loyal Customer,13,Personal Travel,Eco,782,4,2,2,3,2,0,0.0,Neutral or Dissatisfied
92664,Female,Loyal Customer,10,Personal Travel,Eco Plus,453,5,1,1,4,1,0,0.0,Satisfied
26364,Female,Loyal Customer,46,Business Travel,Eco,861,5,2,2,4,3,19,33.0,Satisfied
116571,Male,Loyal Customer,44,Business Travel,Business,371,3,4,5,4,5,40,39.0,Satisfied
80553,Male,Loyal Customer,45,Business Travel,Business,1747,3,2,4,3,4,0,0.0,Satisfied
16657,Female,Disloyal Customer,25,Business Travel,Eco,605,4,2,2,3,2,12,16.0,Neutral or Dissatisfied
127348,Male,Loyal Customer,68,Business Travel,Eco,107,5,5,5,3,5,10,7.0,Satisfied
104434,Female,Loyal Customer,23,Personal Travel,Eco,1011,5,1,1,2,1,0,0.0,Satisfied
66577,Female,Loyal Customer,48,Personal Travel,Eco,624,3,2,4,2,4,4,12.0,Neutral or Dissatisfied
45796,Male,Loyal Customer,52,Business Travel,Business,391,4,4,3,2,4,3,6.0,Neutral or Dissatisfied
65746,Female,Loyal Customer,13,Personal Travel,Eco,1061,1,5,5,3,5,10,0.0,Neutral or Dissatisfied
6150,Male,Disloyal Customer,26,Business Travel,Eco,409,3,4,4,4,4,40,33.0,Neutral or Dissatisfied
101800,Female,Loyal Customer,37,Business Travel,Business,1521,2,2,4,4,3,0,0.0,Satisfied
76208,Female,Loyal Customer,31,Business Travel,Business,2422,4,4,4,3,4,0,0.0,Satisfied
52378,Male,Loyal Customer,14,Personal Travel,Eco,370,1,2,2,3,2,0,0.0,Neutral or Dissatisfied
24700,Male,Loyal Customer,46,Business Travel,Eco,397,4,4,4,1,4,0,0.0,Satisfied
70668,Female,Loyal Customer,54,Business Travel,Business,447,1,3,4,4,4,0,0.0,Satisfied
46597,Female,Loyal Customer,25,Business Travel,Business,1534,4,4,4,4,4,52,48.0,Neutral or Dissatisfied
91333,Female,Loyal Customer,37,Personal Travel,Eco Plus,223,3,4,4,4,4,1,12.0,Neutral or Dissatisfied
37182,Male,Loyal Customer,63,Personal Travel,Eco,1129,3,4,4,3,4,58,47.0,Neutral or Dissatisfied
58486,Female,Loyal Customer,59,Business Travel,Business,719,1,3,5,3,4,0,0.0,Satisfied
29517,Male,Loyal Customer,18,Personal Travel,Business,1009,2,4,4,5,4,0,0.0,Neutral or Dissatisfied
5681,Male,Loyal Customer,39,Business Travel,Business,3928,0,5,4,3,5,0,0.0,Satisfied
114695,Male,Loyal Customer,48,Business Travel,Business,2189,1,3,5,4,5,0,0.0,Satisfied
41104,Male,Loyal Customer,39,Business Travel,Eco,140,5,5,5,4,5,0,0.0,Satisfied
13091,Male,Loyal Customer,59,Business Travel,Eco,595,4,4,4,1,4,58,48.0,Satisfied
68297,Male,Loyal Customer,24,Business Travel,Business,1797,1,4,4,3,4,0,2.0,Satisfied
88514,Male,Loyal Customer,50,Personal Travel,Eco,545,2,1,1,2,1,0,0.0,Neutral or Dissatisfied
32739,Female,Loyal Customer,58,Business Travel,Eco,101,1,5,3,1,4,0,0.0,Neutral or Dissatisfied
41046,Male,Loyal Customer,54,Personal Travel,Eco,989,3,1,1,4,1,0,34.0,Neutral or Dissatisfied
48493,Female,Loyal Customer,25,Business Travel,Business,1838,2,4,4,2,4,14,0.0,Satisfied
563,Female,Loyal Customer,29,Business Travel,Business,1588,1,1,1,2,1,0,0.0,Neutral or Dissatisfied
19753,Male,Loyal Customer,35,Business Travel,Business,462,1,3,5,5,3,32,20.0,Satisfied
1061,Female,Loyal Customer,67,Personal Travel,Eco,158,3,5,4,4,3,0,0.0,Neutral or Dissatisfied
114021,Female,Loyal Customer,34,Personal Travel,Eco,1844,3,1,1,4,1,0,0.0,Neutral or Dissatisfied
94521,Male,Loyal Customer,44,Business Travel,Business,1526,5,2,4,4,3,23,6.0,Satisfied
38838,Male,Loyal Customer,32,Business Travel,Eco Plus,387,4,4,4,1,4,0,1.0,Satisfied
110670,Female,Loyal Customer,40,Business Travel,Business,3952,2,5,3,3,1,17,8.0,Neutral or Dissatisfied
92984,Male,Loyal Customer,39,Business Travel,Business,2775,5,4,4,5,4,0,0.0,Satisfied
3838,Female,Loyal Customer,53,Personal Travel,Eco,650,3,2,4,3,2,0,5.0,Neutral or Dissatisfied
96150,Male,Loyal Customer,54,Business Travel,Business,3994,5,2,4,4,4,0,1.0,Satisfied
117772,Male,Loyal Customer,42,Business Travel,Business,1891,1,2,4,4,5,36,22.0,Satisfied
112684,Male,Loyal Customer,39,Business Travel,Business,3762,3,2,4,3,5,0,2.0,Satisfied
76202,Male,Loyal Customer,54,Personal Travel,Eco,2422,4,4,4,4,4,0,0.0,Satisfied
19096,Male,Loyal Customer,31,Personal Travel,Business,323,4,2,5,4,2,0,4.0,Satisfied
86401,Female,Loyal Customer,57,Business Travel,Business,712,2,5,5,5,5,11,0.0,Satisfied
22047,Female,Loyal Customer,33,Personal Travel,Business,304,1,4,3,2,4,5,0.0,Neutral or Dissatisfied
68183,Female,Loyal Customer,35,Personal Travel,Eco,603,3,2,2,3,2,79,97.0,Neutral or Dissatisfied
36576,Female,Loyal Customer,48,Business Travel,Business,3287,1,1,2,2,3,0,12.0,Neutral or Dissatisfied
94958,Male,Loyal Customer,34,Business Travel,Eco,192,1,1,1,1,1,15,12.0,Neutral or Dissatisfied
7993,Female,Loyal Customer,60,Business Travel,Business,402,4,4,5,5,3,4,0.0,Satisfied
80910,Male,Loyal Customer,50,Business Travel,Business,352,2,5,5,5,4,0,0.0,Satisfied
97493,Female,Loyal Customer,9,Personal Travel,Eco,822,4,1,1,5,1,4,9.0,Neutral or Dissatisfied
53841,Female,Loyal Customer,45,Business Travel,Eco,191,1,3,4,1,2,0,0.0,Neutral or Dissatisfied
32342,Female,Loyal Customer,48,Business Travel,Eco,101,5,3,5,3,2,0,0.0,Satisfied
100469,Male,Loyal Customer,52,Business Travel,Business,580,3,3,4,5,4,127,122.0,Satisfied
1292,Female,Loyal Customer,21,Personal Travel,Eco,102,2,2,2,5,2,0,0.0,Neutral or Dissatisfied
88618,Male,Loyal Customer,47,Personal Travel,Eco,404,1,4,4,2,4,0,0.0,Neutral or Dissatisfied
51252,Male,Loyal Customer,39,Business Travel,Eco Plus,421,2,2,2,5,2,39,52.0,Satisfied
71311,Female,Loyal Customer,31,Business Travel,Business,1514,3,5,5,4,5,0,12.0,Satisfied
20999,Male,Loyal Customer,34,Business Travel,Eco Plus,689,4,4,4,1,4,0,0.0,Satisfied
52607,Female,Loyal Customer,43,Business Travel,Business,3713,2,5,2,2,1,58,49.0,Neutral or Dissatisfied
114491,Male,Loyal Customer,48,Business Travel,Business,362,1,4,4,3,4,37,30.0,Neutral or Dissatisfied
84538,Male,Disloyal Customer,8,Business Travel,Eco,1319,2,1,1,3,1,0,0.0,Neutral or Dissatisfied
2967,Female,Loyal Customer,44,Personal Travel,Eco,737,3,1,3,2,3,7,17.0,Neutral or Dissatisfied
77678,Male,Loyal Customer,55,Business Travel,Business,1836,3,4,5,4,3,15,0.0,Satisfied
59484,Male,Loyal Customer,66,Business Travel,Business,758,2,1,3,2,1,45,33.0,Neutral or Dissatisfied
18361,Male,Loyal Customer,34,Business Travel,Eco,169,0,4,4,4,4,0,0.0,Satisfied
4077,Male,Disloyal Customer,23,Business Travel,Eco,431,4,3,3,5,3,0,0.0,Neutral or Dissatisfied
86376,Male,Loyal Customer,38,Business Travel,Eco,760,3,3,3,3,3,74,64.0,Neutral or Dissatisfied
120151,Female,Disloyal Customer,29,Business Travel,Business,2378,2,2,3,3,3,24,25.0,Neutral or Dissatisfied
49950,Female,Disloyal Customer,21,Business Travel,Eco,250,2,5,5,3,5,2,0.0,Neutral or Dissatisfied
107506,Male,Loyal Customer,53,Personal Travel,Eco,711,2,3,1,1,3,0,0.0,Neutral or Dissatisfied
44236,Female,Loyal Customer,37,Business Travel,Business,3532,2,4,2,2,2,0,20.0,Neutral or Dissatisfied
68688,Male,Loyal Customer,13,Personal Travel,Eco,175,3,3,3,5,3,12,5.0,Neutral or Dissatisfied
83735,Male,Loyal Customer,60,Business Travel,Business,1183,2,3,3,3,3,3,28.0,Neutral or Dissatisfied
74140,Female,Disloyal Customer,48,Business Travel,Eco,678,2,3,3,1,3,0,10.0,Neutral or Dissatisfied
15213,Male,Loyal Customer,37,Business Travel,Eco,529,5,5,5,5,5,134,123.0,Satisfied
62009,Male,Loyal Customer,55,Business Travel,Eco,2586,3,3,3,1,3,0,0.0,Neutral or Dissatisfied
79053,Male,Loyal Customer,39,Business Travel,Eco,356,3,3,3,1,3,0,0.0,Neutral or Dissatisfied
2856,Female,Loyal Customer,51,Business Travel,Eco,475,3,1,3,4,1,41,72.0,Neutral or Dissatisfied
125849,Female,Loyal Customer,19,Business Travel,Business,1013,4,4,4,5,4,0,0.0,Satisfied
109379,Male,Disloyal Customer,17,Business Travel,Eco,1189,4,5,5,2,5,16,8.0,Neutral or Dissatisfied
25023,Male,Loyal Customer,58,Business Travel,Business,2483,4,5,3,2,1,21,1.0,Satisfied
78048,Male,Loyal Customer,68,Personal Travel,Eco,227,4,3,3,2,3,5,0.0,Neutral or Dissatisfied
118483,Female,Loyal Customer,25,Business Travel,Business,646,1,4,4,4,4,77,76.0,Satisfied
17416,Female,Loyal Customer,43,Business Travel,Business,2686,5,1,3,5,1,0,0.0,Satisfied
25091,Female,Loyal Customer,34,Business Travel,Business,369,1,2,4,3,1,0,0.0,Satisfied
9296,Female,Loyal Customer,63,Business Travel,Business,2249,3,2,5,3,5,0,6.0,Satisfied
77070,Female,Loyal Customer,39,Business Travel,Business,991,4,2,3,1,4,0,0.0,Neutral or Dissatisfied
24440,Female,Loyal Customer,28,Business Travel,Business,3491,3,5,5,3,5,6,0.0,Satisfied
113078,Male,Loyal Customer,62,Business Travel,Eco,569,1,4,4,1,4,0,0.0,Neutral or Dissatisfied
88465,Male,Loyal Customer,41,Business Travel,Eco,145,5,5,5,5,5,0,0.0,Satisfied
7543,Male,Loyal Customer,66,Personal Travel,Eco,762,2,1,1,2,1,54,24.0,Neutral or Dissatisfied
94783,Male,Loyal Customer,47,Business Travel,Business,189,0,5,4,5,3,0,0.0,Satisfied
8449,Male,Disloyal Customer,21,Business Travel,Business,1379,5,3,3,5,3,28,28.0,Satisfied
126497,Male,Loyal Customer,25,Personal Travel,Eco,1849,4,5,5,1,5,0,0.0,Neutral or Dissatisfied
57891,Female,Loyal Customer,76,Business Travel,Business,305,4,5,4,4,4,0,0.0,Neutral or Dissatisfied
124995,Female,Disloyal Customer,22,Business Travel,Eco,184,4,5,5,4,5,0,0.0,Neutral or Dissatisfied
73496,Male,Loyal Customer,64,Personal Travel,Eco,1182,2,4,4,4,4,0,2.0,Neutral or Dissatisfied
98501,Male,Disloyal Customer,41,Business Travel,Business,402,5,2,2,5,2,76,95.0,Satisfied
103169,Female,Disloyal Customer,30,Business Travel,Eco,491,3,2,2,4,2,15,10.0,Neutral or Dissatisfied
96064,Female,Loyal Customer,9,Personal Travel,Eco,1235,2,5,5,3,5,0,0.0,Neutral or Dissatisfied
11275,Male,Loyal Customer,24,Personal Travel,Eco,216,2,3,3,3,3,0,0.0,Neutral or Dissatisfied
66102,Male,Loyal Customer,53,Business Travel,Business,1739,3,5,4,5,3,0,0.0,Satisfied
41252,Female,Loyal Customer,16,Business Travel,Eco,852,5,5,4,1,5,0,4.0,Satisfied
56953,Female,Loyal Customer,11,Business Travel,Business,2565,2,2,2,2,2,6,6.0,Neutral or Dissatisfied
59142,Female,Loyal Customer,14,Personal Travel,Eco,1744,3,3,4,4,3,0,0.0,Neutral or Dissatisfied
102222,Male,Loyal Customer,58,Business Travel,Business,2811,2,5,5,3,4,0,0.0,Satisfied
35050,Female,Loyal Customer,52,Business Travel,Business,2973,5,3,4,4,5,5,18.0,Satisfied
91564,Male,Loyal Customer,61,Personal Travel,Eco,680,3,5,5,4,5,14,9.0,Neutral or Dissatisfied
88138,Male,Loyal Customer,60,Business Travel,Business,581,2,5,5,3,4,14,17.0,Satisfied
86532,Female,Loyal Customer,37,Personal Travel,Eco,762,3,3,3,5,3,0,0.0,Neutral or Dissatisfied
98280,Male,Loyal Customer,15,Business Travel,Eco,1188,3,3,2,1,3,0,0.0,Neutral or Dissatisfied
79879,Male,Disloyal Customer,13,Business Travel,Business,1096,4,4,4,4,4,0,5.0,Satisfied
19707,Male,Disloyal Customer,36,Business Travel,Eco,409,1,2,2,4,2,0,0.0,Neutral or Dissatisfied
79791,Male,Loyal Customer,31,Business Travel,Business,1886,4,4,4,5,4,0,0.0,Satisfied
18804,Female,Loyal Customer,24,Business Travel,Eco,448,5,5,5,5,5,6,0.0,Satisfied
39028,Male,Loyal Customer,65,Personal Travel,Eco,406,1,1,1,3,1,15,0.0,Neutral or Dissatisfied
94419,Female,Loyal Customer,30,Business Travel,Eco,248,1,1,1,1,1,0,1.0,Neutral or Dissatisfied
61588,Male,Loyal Customer,30,Personal Travel,Business,1609,2,3,3,5,3,4,0.0,Neutral or Dissatisfied
84632,Male,Loyal Customer,30,Personal Travel,Eco,707,4,5,5,3,5,0,0.0,Neutral or Dissatisfied
20901,Female,Loyal Customer,49,Business Travel,Business,689,2,2,2,2,2,138,128.0,Neutral or Dissatisfied
11617,Male,Loyal Customer,47,Personal Travel,Eco,468,3,2,2,1,2,0,5.0,Neutral or Dissatisfied
22845,Male,Loyal Customer,30,Personal Travel,Eco,147,4,2,2,4,2,6,4.0,Satisfied
98571,Female,Loyal Customer,45,Business Travel,Business,3560,1,5,4,5,4,6,0.0,Satisfied
59338,Female,Loyal Customer,58,Business Travel,Business,2449,5,5,4,5,3,0,0.0,Satisfied
113857,Female,Disloyal Customer,22,Business Travel,Eco,1363,4,1,1,4,1,0,3.0,Satisfied
196,Male,Disloyal Customer,23,Business Travel,Eco,213,5,1,1,3,1,21,31.0,Satisfied
62432,Male,Loyal Customer,11,Personal Travel,Eco,1911,1,4,4,3,4,26,17.0,Neutral or Dissatisfied
80360,Female,Loyal Customer,26,Business Travel,Business,368,2,5,5,3,5,0,0.0,Satisfied
59126,Female,Loyal Customer,49,Personal Travel,Eco,1723,3,2,4,3,5,0,0.0,Neutral or Dissatisfied
67041,Female,Loyal Customer,46,Business Travel,Business,3028,1,5,4,3,4,0,0.0,Satisfied
115011,Male,Loyal Customer,53,Business Travel,Business,1998,2,5,5,3,5,0,0.0,Satisfied
54971,Female,Loyal Customer,26,Business Travel,Business,1635,2,3,3,4,3,13,20.0,Satisfied
119786,Female,Disloyal Customer,27,Business Travel,Business,912,4,1,1,5,1,0,0.0,Satisfied
7140,Male,Loyal Customer,34,Business Travel,Business,2599,4,3,4,4,5,0,0.0,Satisfied
5890,Female,Loyal Customer,54,Business Travel,Business,2503,1,4,4,4,5,5,10.0,Satisfied
59670,Female,Loyal Customer,46,Personal Travel,Eco,854,1,3,5,3,5,10,16.0,Neutral or Dissatisfied
22997,Male,Loyal Customer,24,Personal Travel,Eco,489,4,3,3,2,3,0,0.0,Neutral or Dissatisfied
92947,Female,Loyal Customer,12,Personal Travel,Eco,151,3,1,1,5,1,0,7.0,Neutral or Dissatisfied
7153,Male,Loyal Customer,58,Business Travel,Business,135,1,5,4,5,5,0,0.0,Satisfied
107072,Female,Loyal Customer,11,Personal Travel,Eco,395,3,3,3,3,3,0,1.0,Neutral or Dissatisfied
67184,Male,Loyal Customer,49,Personal Travel,Eco,929,2,2,2,3,2,27,18.0,Neutral or Dissatisfied
47307,Male,Loyal Customer,42,Business Travel,Eco,558,4,4,4,1,4,0,0.0,Satisfied
124898,Female,Loyal Customer,45,Business Travel,Business,728,2,3,4,4,4,0,0.0,Satisfied
31783,Female,Loyal Customer,31,Personal Travel,Eco,602,2,3,3,4,3,0,0.0,Neutral or Dissatisfied
66692,Male,Loyal Customer,56,Business Travel,Business,2297,5,3,5,5,3,0,0.0,Satisfied
109549,Female,Loyal Customer,31,Personal Travel,Eco,951,3,4,4,4,4,3,3.0,Neutral or Dissatisfied
101811,Male,Loyal Customer,35,Business Travel,Eco,1521,2,2,2,2,2,0,0.0,Neutral or Dissatisfied
116325,Male,Loyal Customer,43,Personal Travel,Eco,371,4,1,1,5,1,5,0.0,Satisfied
30402,Female,Loyal Customer,60,Personal Travel,Eco,775,1,2,5,3,3,6,9.0,Neutral or Dissatisfied
29916,Male,Loyal Customer,34,Business Travel,Business,399,4,1,3,4,1,76,82.0,Neutral or Dissatisfied
16784,Male,Loyal Customer,66,Personal Travel,Eco,642,4,1,1,4,1,5,0.0,Neutral or Dissatisfied
62322,Male,Loyal Customer,64,Personal Travel,Eco,236,3,3,2,2,2,179,189.0,Neutral or Dissatisfied
77597,Male,Loyal Customer,35,Business Travel,Business,731,3,5,5,5,4,10,0.0,Satisfied
43035,Female,Loyal Customer,48,Business Travel,Business,192,3,4,4,2,4,0,0.0,Neutral or Dissatisfied
89763,Male,Loyal Customer,39,Personal Travel,Eco,944,3,3,3,2,3,0,0.0,Neutral or Dissatisfied
109976,Male,Loyal Customer,25,Personal Travel,Eco,971,5,3,3,4,3,0,0.0,Satisfied
88889,Female,Disloyal Customer,22,Business Travel,Eco,859,1,1,1,3,1,74,64.0,Neutral or Dissatisfied
95573,Female,Loyal Customer,23,Business Travel,Eco Plus,441,2,2,1,1,2,0,0.0,Neutral or Dissatisfied
114075,Male,Loyal Customer,70,Business Travel,Business,1892,3,5,4,2,3,0,0.0,Neutral or Dissatisfied
50642,Female,Loyal Customer,37,Personal Travel,Eco,373,3,5,5,5,5,0,8.0,Neutral or Dissatisfied
48441,Female,Loyal Customer,19,Business Travel,Business,1773,5,4,4,5,4,5,0.0,Satisfied
52068,Female,Loyal Customer,38,Business Travel,Eco,351,4,4,4,5,4,0,0.0,Satisfied
45710,Male,Loyal Customer,36,Business Travel,Business,3920,4,4,4,4,3,5,8.0,Satisfied
114870,Female,Loyal Customer,43,Business Travel,Business,325,5,4,5,3,5,0,0.0,Satisfied
111328,Female,Loyal Customer,42,Business Travel,Eco,283,2,3,4,4,1,17,14.0,Neutral or Dissatisfied
23958,Male,Loyal Customer,8,Personal Travel,Eco,936,3,5,5,4,5,0,,Neutral or Dissatisfied
16890,Male,Loyal Customer,34,Business Travel,Business,3444,2,3,4,3,4,0,0.0,Neutral or Dissatisfied
18406,Female,Loyal Customer,30,Business Travel,Business,284,4,4,4,2,4,0,0.0,Neutral or Dissatisfied
3972,Male,Loyal Customer,27,Business Travel,Eco Plus,764,1,1,1,2,1,0,60.0,Neutral or Dissatisfied
51312,Male,Loyal Customer,59,Business Travel,Eco Plus,158,2,2,2,2,2,447,438.0,Neutral or Dissatisfied
118331,Male,Loyal Customer,42,Business Travel,Business,602,3,4,5,3,4,79,68.0,Satisfied
46981,Female,Loyal Customer,61,Personal Travel,Eco,737,2,2,3,4,1,60,69.0,Neutral or Dissatisfied
34686,Female,Disloyal Customer,25,Business Travel,Eco,301,1,3,3,5,3,50,44.0,Neutral or Dissatisfied
39239,Male,Disloyal Customer,38,Business Travel,Eco,108,2,4,4,5,4,0,41.0,Neutral or Dissatisfied
27827,Male,Loyal Customer,48,Business Travel,Eco,509,2,2,2,3,2,0,11.0,Neutral or Dissatisfied
67190,Male,Loyal Customer,58,Personal Travel,Eco,985,3,5,2,1,5,0,1.0,Neutral or Dissatisfied
85189,Male,Loyal Customer,52,Business Travel,Business,2251,4,4,4,3,5,0,3.0,Satisfied
52932,Female,Loyal Customer,14,Personal Travel,Eco,679,1,3,3,4,3,0,0.0,Neutral or Dissatisfied
76171,Male,Loyal Customer,58,Personal Travel,Eco,546,4,1,1,4,1,0,0.0,Neutral or Dissatisfied
117519,Male,Disloyal Customer,22,Business Travel,Eco,872,0,2,4,5,2,0,0.0,Satisfied
13094,Female,Loyal Customer,55,Business Travel,Business,3741,1,1,2,3,3,0,0.0,Satisfied
19899,Female,Loyal Customer,40,Business Travel,Eco,296,3,3,3,4,3,5,10.0,Satisfied
127060,Female,Disloyal Customer,25,Business Travel,Eco,338,3,1,1,1,1,73,55.0,Neutral or Dissatisfied
73608,Male,Loyal Customer,62,Business Travel,Business,2279,2,3,5,3,4,0,0.0,Satisfied
96929,Female,Loyal Customer,9,Personal Travel,Eco Plus,1041,4,5,5,5,5,0,1.0,Neutral or Dissatisfied
32245,Female,Loyal Customer,31,Business Travel,Business,101,1,4,5,5,4,0,0.0,Satisfied
52940,Male,Loyal Customer,63,Business Travel,Eco Plus,679,2,1,1,3,1,0,0.0,Satisfied
25319,Male,Loyal Customer,62,Personal Travel,Eco,432,2,4,4,3,4,0,,Neutral or Dissatisfied
114800,Male,Loyal Customer,32,Business Travel,Business,2205,2,4,4,5,4,50,51.0,Satisfied
13112,Female,Loyal Customer,26,Business Travel,Business,427,4,4,4,5,4,4,18.0,Satisfied
96509,Male,Loyal Customer,29,Personal Travel,Eco,436,4,4,4,5,4,5,13.0,Neutral or Dissatisfied
47083,Female,Loyal Customer,24,Personal Travel,Eco,351,4,4,4,4,4,0,0.0,Neutral or Dissatisfied
41405,Female,Loyal Customer,29,Business Travel,Business,2222,2,2,2,4,2,13,21.0,Neutral or Dissatisfied
26452,Female,Loyal Customer,57,Business Travel,Eco,787,5,5,5,2,1,0,0.0,Satisfied
111203,Male,Loyal Customer,44,Business Travel,Business,1506,5,5,5,4,5,0,0.0,Satisfied
75792,Male,Loyal Customer,51,Personal Travel,Eco,813,3,2,2,1,2,17,7.0,Neutral or Dissatisfied
33061,Female,Loyal Customer,68,Personal Travel,Eco,84,2,2,4,5,5,0,0.0,Neutral or Dissatisfied
125799,Female,Disloyal Customer,26,Business Travel,Eco,993,4,5,5,4,5,0,0.0,Neutral or Dissatisfied
92616,Female,Loyal Customer,60,Personal Travel,Business,453,3,5,4,4,3,9,5.0,Neutral or Dissatisfied
113414,Male,Loyal Customer,35,Business Travel,Business,3610,1,3,4,1,4,0,3.0,Neutral or Dissatisfied
87343,Male,Loyal Customer,57,Business Travel,Business,1869,3,4,5,5,5,0,0.0,Satisfied
12497,Female,Loyal Customer,36,Business Travel,Eco Plus,190,4,4,4,1,4,0,0.0,Neutral or Dissatisfied
111478,Male,Loyal Customer,57,Business Travel,Business,1452,5,4,4,3,4,60,54.0,Satisfied
114775,Male,Loyal Customer,58,Business Travel,Business,2004,1,3,4,5,5,0,0.0,Satisfied
92903,Female,Loyal Customer,42,Business Travel,Business,3800,3,5,4,5,5,1,3.0,Satisfied
84375,Female,Disloyal Customer,43,Business Travel,Eco,606,3,4,4,4,4,0,0.0,Neutral or Dissatisfied
19593,Male,Loyal Customer,24,Personal Travel,Eco,160,2,4,4,3,4,45,69.0,Neutral or Dissatisfied
85447,Female,Loyal Customer,45,Business Travel,Business,214,1,5,5,5,4,13,11.0,Satisfied
119323,Female,Loyal Customer,54,Personal Travel,Eco,214,3,2,3,2,2,0,0.0,Neutral or Dissatisfied
23162,Female,Loyal Customer,61,Personal Travel,Eco,300,4,4,5,5,5,52,34.0,Neutral or Dissatisfied
111746,Female,Loyal Customer,40,Business Travel,Business,754,4,5,2,1,1,2,4.0,Satisfied
35339,Male,Loyal Customer,12,Business Travel,Business,2948,3,3,3,4,3,31,36.0,Neutral or Dissatisfied
99604,Male,Loyal Customer,41,Business Travel,Business,3468,1,2,5,4,5,0,0.0,Satisfied
10358,Female,Loyal Customer,50,Business Travel,Business,3303,3,2,4,4,5,97,116.0,Satisfied
42420,Female,Loyal Customer,53,Personal Travel,Eco Plus,315,3,2,2,3,4,0,0.0,Neutral or Dissatisfied
